time_sec,roll_rad,pitch_rad,yaw_rad,gyro_x,gyro_y,gyro_z,acc_x,acc_y,acc_z
1784147738.802195,0.000848094,-0.055809528,-0.047414348,0.000613807,-0.000323796,-0.001314317,0.541121483,0.018307200,9.796065331
1784147738.804086,0.000848942,-0.055809341,-0.047414348,0.000503918,-0.000055997,-0.001065123,0.535619676,0.007723689,9.782094002
1784147738.806077,0.000848942,-0.055809341,-0.047414348,0.000113566,0.000099909,0.000180758,0.545748293,-0.008916331,9.772582054
1784147738.808050,0.000848298,-0.055809509,-0.047414348,-0.000128492,0.000753779,0.000965084,0.557819247,-0.012254982,9.779298782
1784147738.810032,0.000848298,-0.055809509,-0.047414348,0.000026367,0.001521284,0.000437445,0.561966717,-0.002934520,9.784293175
1784147738.812052,0.000848298,-0.055809509,-0.047414348,0.000061103,0.001471486,-0.000311487,0.533660710,-0.004491348,9.802190781
1784147738.814029,0.000847590,-0.055809774,-0.047414348,-0.000175453,0.000610623,-0.000952346,0.521392822,0.019888148,9.798298836
1784147738.816030,0.000847590,-0.055809774,-0.047414348,-0.000236618,0.000164168,-0.001724902,0.556337655,0.012529882,9.761970520
1784147738.818020,0.000848078,-0.055810437,-0.047414348,0.000392520,0.000438879,-0.001507060,0.556041896,-0.010878566,9.777960777
1784147738.820036,0.000848078,-0.055810437,-0.047414348,0.001193630,0.000685984,-0.000806004,0.569322646,0.012146945,9.792467117
1784147738.822050,0.000848078,-0.055810437,-0.047414348,0.001555365,0.000313292,-0.000768071,0.555641949,0.030748803,9.784502983
1784147738.824041,0.000849211,-0.055811323,-0.047414340,0.001415791,-0.000510069,-0.001032981,0.552204072,0.006560999,9.789725304
1784147738.826037,0.000849211,-0.055811323,-0.047414340,0.001120137,-0.000675253,-0.001314112,0.561122358,-0.000883167,9.749336243
1784147738.828051,0.000848769,-0.055812333,-0.047414336,0.000945526,-0.000311709,-0.001245374,0.541308165,-0.004029835,9.786509514
1784147738.830029,0.000848769,-0.055812333,-0.047414336,0.000818041,-0.000030087,-0.000996636,0.501834393,-0.002618442,9.785135269
1784147738.832010,0.000848769,-0.055812333,-0.047414336,0.000763429,0.000372539,-0.000796221,0.573258758,0.003993738,9.797798157
